OBJECTID,LICENSE,TRADE_NAME,APPLICANT,CLASS,ENDORSEMENTS,ADDRESS,ADDRID,X,Y,DESCRIPTIO,STATUS,TYPE
124,ABRA-089499,B Too,"Belga Group, LLC",C,,1324 14TH STREET NW,218097,397192.91,137804.27,Restaurant,Active,Restaurant
125,ABRA-060559,Baan Thai,"Thai Tanic, Inc.",C,,1326 14TH STREET NW,218098,397192.91,137809.85,Restaurant,Active,Restaurant
126,ABRA-090863,Baby Wale,"Baby Wale, LLC",C,,1124 9TH STREET NW,239794,397887.25,137477.2,Restaurant,Active,Restaurant
127,ABRA-097699,Bacaro,"Bacaro 8 Street, LLC",C,,1420 8TH STREET NW,310652,397993.45,137910.1,Restaurant,Active,Restaurant
128,ABRA-025022,Bacchus,Bacchus Importers Limited,A,,2800 V STREET NE,287275,402687.5,139127.37,Wholesaler,Active,Wholesaler
129,ABRA-060414,Bacchus Wine Cellar,"B & M, Inc.",A,,1635 WISCONSIN AVENUE NW,272918,394348.23,138167.94,Retail - Liquor Store,Active,Retail - Liquor Store
130,ABRA-011277,Bachelor's Mill/Back Door Pub,Backdoor Inc.,C,,1104 8TH STREET SE,285834,400455.72,134371.92,Tavern,Active,Tavern
131,ABRA-092663,Bacio Pizzeria,"Bacio, LLC",C,,81 SEATON PLACE NW,227317,398986.24,138565.82,Tavern,Active,Tavern
132,ABRA-095459,BAD SAINT,CHIKITING LLC,C,,3226 11TH STREET NW,284612,397563.02,140267.72,Restaurant,Active,Restaurant
133,ABRA-075442,Bambu,"PRG, Inc.",C,,5101 MACARTHUR BOULEVARD NW,224085,391216.64,139719.84,Restaurant,Active,Restaurant
134,ABRA-026006,Banana Cafe And Piano Bar,"Bivco, Inc.",C,,500 8TH STREET SE,152398,400459.12,134969.91,Restaurant,Active,Restaurant
135,ABRA-025217,Banana Leaves,"Best Hunan, Inc.",C,,2020 FLORIDA AVENUE NW,277143,396045.93,138517.35,Restaurant,Active,Restaurant
136,ABRA-075631,Bandolero,Pure Hospitality LLC,C,,3241 M STREET NW,271984,394429.19,137498.55,Restaurant,Active,Restaurant
137,ABRA-070858,Bangkok One/China Cafe,"Chu Chien Fa Restaurant, Inc.",C,,1411 K STREET NW,218114,397175.45,137227.85,Restaurant,Active,Restaurant
138,ABRA-091333,Bangkok Thai Dining,POR JAI LLC,C,,2016 P STREET NW,226189,396040.82,137954.84,Restaurant,Active,Restaurant
139,ABRA-082350,Bar 7,"TAG Ventures, Inc.",C,,1015 1/2 7TH STREET NW,278097,398125.37,137294.99,Tavern,Active,Tavern
140,ABRA-092461,Bar Charley,"1825 18th Hospitality, LLC",C,,1825 18TH STREET NW,241554,396406.62,138574.89,Restaurant,Active,Restaurant
